"기준_날짜","집계_기준","기준_시간","시작_대여소","시작_대여소명","종료_대여소","종료_대여소명","전체건수","전체_이용_분","전체_이용_거리"
"20240702","출발시간","0000","ST-241","사근동_008_1","ST-371","송정동_004_4","1","14","2525"
"20240702","출발시간","0000","ST-436","한강로동_015_2","ST-436","한강로동_015_2","1","59","4317"
"20240702","출발시간","0000","ST-1016","신월4동_001_1","ST-2007","신정2동_028_1","1","18","3680"
"20240702","출발시간","0000","ST-1977","문래동_001_1","ST-413","당산1동_014_1","1","9","1061"
"20240702","출발시간","0000","ST-1867","잠실3동_061_1","ST-1681","잠실6동_001_3","1","12","1720"
"20240702","출발시간","0000","ST-2054","화곡1동_047_1","ST-2003","신월1동_039_1","1","10","910"
"20240702","출발시간","0000","ST-114","군자동_017_1","ST-1194","군자동_003_1","1","3","690"
"20240702","출발시간","0000","ST-643","수유3동_021_1","ST-1462","도봉1동_011_2","1","40","5830"
"20240702","출발시간","0000","ST-2842","청룡동_032_1","ST-714","은천동_007_1","1","3","426"
"20240702","출발시간","0000","ST-2971","월계2동_021_1","ST-866","월계3동_001_2","1","14","2448"
"20240702","출발시간","0000","ST-3142","영등포본동_020_3","ST-306","영등포동_054_1","1","7","601"
"20240702","출발시간","0000","ST-2876","방이2동_005_1","ST-494","길동_012_2","1","28","4330"
"20240702","출발시간","0000","ST-2811","양평2동_033_1","ST-534","화곡4동_013_1","1","27","4125"
"20240702","출발시간","0000","ST-279","양평2동_011_1","ST-2958","양평1동_003_1","1","13","2410"
"20240702","출발시간","0000","ST-1642","상계10동_005_1","ST-1642","상계10동_005_1","1","78","16246"
"20240702","출발시간","0000","ST-2117","쌍문2동_028_1","ST-2107","창5동_030_1","1","4","672"
"20240702","출발시간","0000","ST-3222","개봉1동_043_2","ST-2761","신정4동_005_1","3","97","15161"
"20240702","출발시간","0000","ST-2974","상암동_024_4","ST-110","상암동_001_1","1","6","989"
"20240702","출발시간","0000","ST-683","노량진1동_001_3","ST-335","이촌1동_033_1","1","18","2406"
"20240702","출발시간","0000","ST-914","상계5동_001_2","ST-1122","상계3,4동_047_1","1","3","507"
"20240702","출발시간","0000","ST-513","가양1동_025_1","ST-824","방화1동_008_1","1","9","1095"
"20240702","출발시간","0000","ST-189","동화동_002_1","ST-397","용신동_004_1","1","20","3468"
"20240702","출발시간","0000","ST-1818","혜화동_032_1","ST-2427","혜화동_028_1","1","6","580"
"20240702","출발시간","0000","ST-2013","신정7동_043_1","ST-2960","신정7동_021_1","1","4","740"
"20240702","출발시간","0000","ST-770","양재1동_018_2","ST-929","양재1동_065_2","1","13","1893"
"20240702","출발시간","0000","ST-2301","면목5동_030_3","ST-2560","휘경2동_007_1","1","8","1120"
"20240702","출발시간","0000","ST-1677","당산1동_020_1","ST-2216","남가좌1동_019_1","1","45","7518"
"20240702","출발시간","0000","ST-87","성산2동_001_2","ST-455","응암1동_023_1","1","48","8347"
"20240702","출발시간","0000","ST-2156","합정동_006_1","ST-211","망원2동_022_1","1","10","1150"
"20240702","출발시간","0000","ST-950","조원동_024_1","ST-674","가리봉동_001_1","1","5","882"
"20240702","출발시간","0000","ST-1457","성북동_016_2","ST-825","성북동_015_2","1","4","857"
"20240702","출발시간","0000","ST-2325","군자동_035_2","ST-2270","휘경2동_022_1","1","24","5140"
"20240702","출발시간","0000","ST-2774","목5동_063_1","ST-2017","목1동_031_1","1","13","2120"
"20240702","출발시간","0000","ST-914","상계5동_001_2","ST-736","중계1동_020_2","1","10","1530"
"20240702","출발시간","0000","ST-2822","영등포동_039_1","ST-277","양평2동_017_1","1","17","3415"
"20240702","출발시간","0000","ST-737","가락본동_002_1","ST-892","방이1동_009_1","1","13","3560"
"20240702","출발시간","0000","ST-1730","송파1동_038_1","ST-113","자양2동_031_1","1","38","4212"
"20240702","출발시간","0000","ST-312","신정4동_015_1","ST-1997","목1동_015_1","1","465","1050"
"20240702","출발시간","0000","ST-970","월계3동_001_3","ST-1474","공릉1동_031_1","1","6","640"
"20240702","출발시간","0000","ST-2247","신사2동_013_1","ST-467","녹번동_048_3","1","54","5020"
"20240702","출발시간","0000","ST-1479","응암1동_028_1","ST-1479","응암1동_028_1","1","78","12548"
"20240702","출발시간","0000","ST-2673","신사동_021_1","X","","1","55","3400"
"20240702","출발시간","0000","ST-459","녹번동_043_1","ST-460","응암3동_007_1","1","7","1750"
"20240702","출발시간","0000","ST-1289","","ST-1672","상계9동_003_1","1","30","2932"
"20240702","출발시간","0000","ST-2606","가락1동_048_7","ST-840","잠실3동_017_1","1","50","8503"
"20240702","출발시간","0000","ST-2849","쌍문4동_007_1","ST-2112","방학2동_012_1","1","3","661"
"20240702","도착시간","0000","ST-3004","위례동_028_1","ST-2938","위례동_020_1","1","4","535"
"20240702","출발시간","0000","ST-2502","용신동_040_1","ST-3099","용답동_021_1","1","28","4648"
"20240702","출발시간","0000","ST-413","당산1동_014_1","ST-2844","목5동_059_1","1","15","1788"
"20240702","출발시간","0000","ST-419","당산1동_006_1","ST-289","문래동_003_2","1","20","451"
"20240702","출발시간","0000","ST-1692","성산2동_010_1","ST-17","홍은2동_035_1","1","30","4914"
"20240702","출발시간","0000","ST-1632","용신동_013_1","ST-262","장안2동_036_1","1","81","4593"
"20240702","출발시간","0000","ST-1833","명일2동_003_2","ST-544","오륜동_018_1","1","38","5371"
"20240702","출발시간","0000","ST-1512","등촌1동_019_1","ST-2994","등촌1동_016_1","1","3","600"
"20240702","출발시간","0000","ST-495","성내3동_041_1","ST-2742","성내3동_011_1","1","4","840"
"20240702","출발시간","0000","ST-2395","신정6동_002_2","ST-2761","신정4동_005_1","1","4","722"
"20240702","출발시간","0000","ST-687","노량진2동_003_1","ST-699","노량진2동_020_1","1","4","1190"
"20240702","출발시간","0000","ST-643","수유3동_021_1","ST-643","수유3동_021_1","2","56","4481"
"20240702","출발시간","0000","ST-303","신길3동_021_1","ST-1697","대림3동_030_1","1","5","950"
"20240702","출발시간","0000","ST-2978","염리동_021_1","ST-201","아현동_021_1","1","14","970"
"20240702","출발시간","0000","ST-2050","공항동_060_1","ST-2050","공항동_060_1","1","13","573"
"20240702","출발시간","0000","ST-2003","신월1동_039_1","ST-536","화곡1동_055_1","1","87","4777"
"20240702","출발시간","0000","ST-2321","화양동_040_1","ST-1573","개포2동_045_1","1","46","7727"
"20240702","출발시간","0000","ST-1718","방화1동_041_1","ST-1064","발산1동_056_1","1","4","808"
"20240702","출발시간","0000","ST-867","중계1동_025_5","ST-558","묵2동_029_1","1","23","4060"
"20240702","출발시간","0000","ST-2409","가락1동_048_3","ST-2878","가락2동_061_1","1","13","2290"
"20240702","출발시간","0000","ST-2724","방학1동_053_1","ST-1464","방학1동_044_1","1","4","550"
"20240702","출발시간","0000","ST-346","홍은2동_032_2","ST-231","홍은2동_033_1","1","9","1508"
"20240702","출발시간","0000","ST-3060","공릉2동_050_1","ST-1473","중계본동_007_1","1","22","3279"
"20240702","출발시간","0000","ST-1150","노량진1동_016_1","ST-334","한강로동_026_1","1","42","4430"
"20240702","출발시간","0000","ST-1093","중화2동_027_1","ST-1346","묵1동_005_1","1","11","980"
"20240702","출발시간","0000","ST-2787","행당1동_014_1","ST-243","용답동_004_1","2","83","12161"
"20240702","도착시간","0000","ST-1320","양평1동_028_1","ST-281","양평1동_008_1","1","3","410"
"20240702","도착시간","0000","ST-1166","양재2동_005_1","ST-821","개포4동_029_1","1","4","1108"
"20240702","출발시간","0000","ST-162","신당동_005_1","ST-1440","황학동_015_1","1","4","889"
"20240702","출발시간","0000","ST-1096","면목5동_030_1","ST-2846","면목3,8동_026_1","1","44","8063"
"20240702","출발시간","0000","ST-545","장지동_027_1","ST-545","장지동_027_1","1","33","3283"
"20240702","출발시간","0000","ST-2487","등촌1동_033_1","ST-538","화곡본동_040_1","1","7","2054"
"20240702","출발시간","0000","ST-2832","발산1동_071_1","ST-2486","공항동_004_2","1","10","1622"
"20240702","출발시간","0000","ST-1629","전농1동_059_1","ST-3258","용신동_001_1","1","5","750"
"20240702","출발시간","0000","ST-1730","송파1동_038_1","ST-891","잠실6동_001_7","1","7","1270"
"20240702","출발시간","0000","ST-3177","창4동_038_2","ST-948","미아동_013_1","1","31","4753"
"20240702","출발시간","0000","ST-288","영등포동_002_1","ST-288","영등포동_002_1","1","59","2204"
"20240702","출발시간","0000","ST-10","서교동_044_1","ST-12","신촌동_032_1","1","5","776"
"20240702","출발시간","0000","ST-1305","서초1동_017_1","ST-1887","역삼1동_030_1","1","11","1952"
"20240702","출발시간","0000","ST-2167","서교동_008_1","ST-342","성산1동_022_1","1","10","1484"
"20240702","출발시간","0000","ST-1990","영등포본동_020_2","ST-304","도림동_018_1","1","4","1060"
"20240702","출발시간","0000","ST-108","성수1가1동_029_1","ST-2420","사근동_002_1","1","12","2290"
"20240702","출발시간","0000","ST-3304","신정4동_045_1","ST-309","목4동_014_1","1","7","667"
"20240702","출발시간","0000","ST-1849","고덕1동_042_1","ST-3085","명일1동_008_1","1","5","1140"
"20240702","출발시간","0000","ST-2156","합정동_006_1","ST-2874","합정동_001_1","1","3","703"
"20240702","출발시간","0000","ST-1347","안암동_018_1","ST-2935","안암동_006_1","1","10","1915"
"20240702","출발시간","0000","ST-1245","삼성2동_057_1","ST-3111","삼성1동_023_2","1","4","650"
"20240702","출발시간","0000","ST-600","월계1동_011_1","ST-2074","월계1동_015_2","2","10","1946"
"20240702","출발시간","0000","ST-253","군자동_012_1","ST-2318","화양동_038_2","1","10","1647"
"20240702","출발시간","0000","ST-2268","장안1동_073_1","ST-243","용답동_004_1","1","8","978"
"20240702","출발시간","0000","ST-2264","역촌동_068_1","ST-461","응암1동_023_2","1","4","460"
"20240702","출발시간","0000","ST-512","방화1동_048_2","ST-510","방화2동_020_1","1","19","1045"
"20240702","출발시간","0000","ST-1632","용신동_013_1","ST-2269","답십리1동_009_1","1","9","959"
"20240702","출발시간","0000","ST-1660","자양3동_013_1","ST-2308","화양동_008_2","1","28","2587"
"20240702","출발시간","0000","ST-580","석관동_018_1","ST-2075","월계3동_003_1","1","6","680"
"20240702","출발시간","0000","ST-3004","위례동_028_1","ST-2938","위례동_020_1","1","4","535"
"20240702","출발시간","0000","ST-2605","문정2동_045_1","ST-1866","석촌동_018_1","1","31","4347"
"20240702","출발시간","0000","ST-226","북가좌1동_026_1","ST-1034","증산동_030_1","1","6","656"
"20240702","출발시간","0000","ST-2978","염리동_021_1","ST-2528","공덕동_009_2","1","11","1203"
"20240702","출발시간","0000","ST-2764","신정6동_018_1","ST-2013","신정7동_043_1","1","16","1800"
"20240702","출발시간","0000","ST-1916","방배본동_030_1","ST-1924","반포4동_030_1","1","7","1300"
"20240702","출발시간","0000","ST-394","장안1동_013_1","ST-243","용답동_004_1","1","9","997"
"20240702","출발시간","0000","ST-2005","신정1동_005_1","ST-3304","신정4동_045_1","1","7","1261"
"20240702","출발시간","0000","ST-2823","신길6동_018_1","ST-1983","신길7동_021_1","1","371","1210"
"20240702","출발시간","0000","ST-781","양재2동_039_5","ST-770","양재1동_018_2","1","7","807"
"20240702","출발시간","0000","ST-2330","성수1가2동_019_2","ST-1198","왕십리도선동_027_1","1","23","3210"
"20240702","출발시간","0000","ST-232","남가좌1동_014_1","ST-2208","남가좌1동_020_1","1","3","395"
"20240702","출발시간","0000","ST-2362","사당1동_026_1","ST-935","방배4동_006_1","1","6","667"
"20240702","출발시간","0000","ST-173","혜화동_033_1","ST-174","종로1,2,3,4가동_001_3","1","14","913"
"20240702","출발시간","0000","ST-2761","신정4동_005_1","ST-2761","신정4동_005_1","1","37","327"
"20240702","출발시간","0000","ST-2642","독산1동_046_1","ST-1934","독산2동_025_1","1","9","1230"
"20240702","출발시간","0000","ST-279","양평2동_011_1","ST-669","구로3동_014_1","1","37","6763"
"20240702","출발시간","0000","ST-2992","화곡3동_040_1","ST-1012","신월3동_001_1","1","54","5966"
"20240702","출발시간","0000","ST-1650","영등포동_023_1","ST-417","문래동_057_1","1","10","1200"
"20240702","출발시간","0000","ST-1859","석촌동_017_1","ST-1590","잠실3동_053_3","1","3","334"
"20240702","출발시간","0000","ST-2137","번1동_025_1","ST-2727","창3동_011_1","1","11","1981"
"20240702","출발시간","0000","ST-1166","양재2동_005_1","ST-821","개포4동_029_1","1","4","1108"
"20240702","출발시간","0000","ST-205","도화동_004_1","ST-2905","망원1동_005_1","1","28","4688"
"20240702","출발시간","0000","ST-1440","황학동_015_1","ST-2714","월계1동_026_1","1","57","14514"
"20240702","출발시간","0000","ST-520","가양3동_001_3","ST-1013","목3동_027_1","3","45","5811"
"20240702","출발시간","0000","ST-1460","동선동_024_1","ST-3165","용신동_036_1","1","11","2180"
"20240702","출발시간","0000","ST-1220","구로5동_039_1","ST-728","대방동_031_2","1","32","5421"
"20240702","출발시간","0000","ST-1731","목1동_003_5","ST-2005","신정1동_005_1","1","22","2570"
"20240702","출발시간","0000","ST-3239","여의동_006_8","ST-55","여의동_006_11","1","96","1330"
"20240702","출발시간","0000","ST-3288","상계2동_031_2","ST-2709","상계8동_043_1","1","8","1570"
"20240702","출발시간","0000","ST-3143","서림동_023_1","ST-886","대학동_015_1","1","6","846"
"20240702","출발시간","0000","ST-3142","영등포본동_020_3","ST-2844","목5동_059_1","1","31","3643"
"20240702","출발시간","0000","ST-2862","고덕1동_035_1","ST-1833","명일2동_003_2","1","3","560"
"20240702","출발시간","0000","ST-495","성내3동_041_1","ST-1045","성내2동_039_1","1","10","1490"
"20240702","출발시간","0000","ST-753","방배2동_013_1","ST-1152","사당3동_031_1","1","7","1286"
"20240702","출발시간","0000","ST-3073","여의동_006_6","ST-2810","신길1동_005_1","1","7","3158"
"20240702","출발시간","0000","ST-1995","목1동_006_2","ST-1000","신정7동_001_1","1","20","2488"
"20240702","출발시간","0000","ST-933","잠실본동_036_1","ST-892","방이1동_009_1","1","22","4150"
"20240702","출발시간","0000","ST-2482","방화1동_023_1","ST-2965","공항동_057_1","1","9","1490"
"20240702","출발시간","0000","ST-1092","풍납2동_001_1","ST-1684","풍납1동_002_1","1","5","695"
"20240702","출발시간","0000","ST-636","독산1동_021_2","ST-1536","시흥1동_048_1","1","13","2320"
"20240702","출발시간","0000","ST-1061","천호1동_023_1","ST-2749","길동_012_1","1","7","1410"
"20240702","출발시간","0000","ST-2086","상계6,7동_025_1","ST-2086","상계6,7동_025_1","1","12","1910"
"20240702","출발시간","0000","ST-654","인수동_025_1","ST-645","인수동_035_1","1","7","640"
"20240702","출발시간","0000","ST-1546","조원동_019_1","ST-950","조원동_024_1","1","8","1130"
"20240702","출발시간","0000","ST-1198","왕십리도선동_027_1","ST-269","제기동_025_1","2","87","9421"
"20240702","도착시간","0000","ST-1099","상봉2동_019_1","ST-1375","상봉2동_014_2","1","1","318"
"20240702","출발시간","0000","ST-2320","군자동_032_1","ST-384","능동_002_5","1","5","1018"
"20240702","출발시간","0000","ST-615","창5동_012_1","ST-2099","쌍문3동_024_1","1","7","980"
"20240702","출발시간","0000","ST-3198","용신동_018_1","ST-1440","황학동_015_1","1","13","1848"
"20240702","출발시간","0000","ST-1795","풍납2동_049_2","ST-2876","방이2동_005_1","1","10","1087"
"20240702","출발시간","0000","ST-486","천호2동_041_1","ST-486","천호2동_041_1","1","41","4334"
"20240702","출발시간","0000","ST-2373","은천동_066_1","ST-882","은천동_028_1","1","3","736"
"20240702","출발시간","0000","ST-102","자양1동_036_1","ST-2407","구의3동_009_2","1","7","1370"
"20240702","출발시간","0000","ST-1093","중화2동_027_1","ST-1099","상봉2동_019_1","1","10","1190"
"20240702","출발시간","0000","ST-1375","상봉2동_014_2","ST-2283","상봉2동_036_1","1","6","879"
"20240702","출발시간","0000","ST-2738","둔촌2동_026_1","ST-1045","성내2동_039_1","1","6","1373"
"20240702","출발시간","0000","ST-1419","장지동_008_1","ST-838","가락본동_002_2","1","9","1633"
"20240702","출발시간","0000","ST-2749","길동_012_1","ST-1420","성내3동_030_1","1","12","1315"
"20240702","출발시간","0000","ST-1421","암사3동_006_2","ST-492","암사2동_002_1","1","6","1320"
"20240702","출발시간","0000","ST-1279","상계6,7동_027_2","ST-645","인수동_035_1","1","46","5095"
"20240702","출발시간","0000","ST-2988","위례동_014_2","ST-930","거여2동_004_1","1","6","604"
"20240702","출발시간","0000","ST-791","압구정동_051_1","ST-2310","화양동_046_1","1","32","4610"
"20240702","출발시간","0000","ST-2420","사근동_002_1","ST-2420","사근동_002_1","1","41","7587"
"20240702","도착시간","0000","ST-2070","중계1동_050_1","ST-2070","중계1동_050_1","1","",""
"20240702","출발시간","0000","ST-1688","가양1동_016_3","ST-2965","공항동_057_1","1","16","1480"
"20240702","출발시간","0000","ST-1796","오금동_056_2","ST-1413","오금동_056_1","1","2","370"
"20240702","출발시간","0000","ST-869","상계1동_003_1","ST-2804","상계1동_026_1","1","",""
"20240702","출발시간","0000","ST-863","수유3동_019_1","ST-1106","번3동_001_1","1","15","2716"
"20240702","출발시간","0000","ST-1597","고덕1동_095_1","ST-1833","명일2동_003_2","1","17","1990"
"20240702","출발시간","0000","ST-603","공릉2동_029_2","ST-1474","공릉1동_031_1","1","26","897"
"20240702","출발시간","0000","ST-1814","창신3동_006_1","ST-1609","숭인2동_005_1","1","3","804"
"20240702","출발시간","0000","ST-586","망우본동_001_2","ST-594","신내1동_045_1","1","5","783"
"20240702","출발시간","0000","ST-1096","면목5동_030_1","ST-566","중화2동_012_1","1","15","2307"
"20240702","출발시간","0000","ST-2017","목1동_031_1","ST-1018","목5동_051_1","1","6","1350"
"20240702","출발시간","0000","ST-2799","도봉2동_001_4","ST-2549","창4동_001_5","2","20","4372"
"20240702","출발시간","0000","ST-2487","등촌1동_033_1","ST-1509","가양3동_028_1","1","3","595"
"20240702","도착시간","0000","ST-2716","상계6,7동_037_1","ST-610","상계6,7동_042_2","1","",""
"20240702","출발시간","0000","ST-2837","삼성2동_007_1","ST-1366","논현2동_020_1","1","28","3780"
"20240702","출발시간","0000","ST-2125","번1동_034_1","ST-1469","창2동_033_1","1","59","1697"
"20240702","출발시간","0000","ST-1086","오륜동_001_1","ST-1851","석촌동_036_1","1","14","2502"
"20240702","출발시간","0000","ST-1640","상계9동_027_1","ST-1639","상계8동_030_1","1","6","380"
"20240702","출발시간","0000","ST-1823","무악동_001_1","ST-1823","무악동_001_1","1","81","2954"
"20240702","출발시간","0000","ST-3013","구로5동_016_1","ST-1228","개봉1동_055_1","1","19","2060"
"20240702","출발시간","0000","ST-831","방화3동_020_1","ST-3129","방화3동_002_1","1","7","590"
"20240702","출발시간","0000","ST-159","종로5,6가동_002_1","ST-1455","안암동_013_1","1","11","2820"
"20240702","도착시간","0000","ST-490","암사3동_027_1","ST-1421","암사3동_006_2","1","2","460"
"20240702","출발시간","0000","ST-1270","신림동_012_2","ST-2851","신사동_020_1","1","8","1300"
"20240702","출발시간","0000","ST-265","용신동_044_1","ST-271","용신동_052_1","1","3","353"
"20240702","출발시간","0000","ST-1280","월계1동_015_1","ST-2727","창3동_011_1","1","10","2245"
"20240702","출발시간","0000","ST-2201","신촌동_024_1","ST-3051","충현동_013_1","1","21","3110"
"20240702","출발시간","0000","ST-478","역촌동_031_1","ST-459","녹번동_043_1","1","3","549"
"20240702","출발시간","0000","ST-363","송정동_008_1","ST-243","용답동_004_1","1","8","940"
"20240702","도착시간","0000","ST-2373","은천동_066_1","ST-882","은천동_028_1","1","3","736"
"20240702","출발시간","0000","ST-3214","방이2동_006_1","ST-2595","잠실4동_003_2","1","7","948"
"20240702","출발시간","0000","ST-118","사직동_001_1","ST-2427","혜화동_028_1","1","23","3815"
"20240702","출발시간","0000","ST-1867","잠실3동_061_1","ST-1867","잠실3동_061_1","1","20","1715"
"20240702","출발시간","0000","ST-2095","도봉2동_001_1","ST-1289","","2","7","1340"
"20240702","출발시간","0000","ST-2326","사근동_006_1","ST-2326","사근동_006_1","1","13","2100"
"20240702","도착시간","0000","ST-2572","위례동_071_1","ST-1579","위례동_040_1","1","2","550"
"20240702","출발시간","0000","ST-3104","목1동_010_2","ST-431","목4동_007_1","1","4","437"
"20240702","출발시간","0000","ST-1099","상봉2동_019_1","ST-1375","상봉2동_014_2","1","1","318"
"20240702","출발시간","0000","ST-3015","상계6,7동_042_1","ST-2070","중계1동_050_1","1","10","1316"
"20240702","출발시간","0000","ST-312","신정4동_015_1","ST-993","신정1동_005_3","1","5","1470"
"20240702","출발시간","0000","ST-1867","잠실3동_061_1","ST-3153","가락본동_038_1","1","17","2767"
"20240702","출발시간","0000","ST-2776","녹번동_060_1","ST-1029","녹번동_029_1","1","10","830"
"20240702","출발시간","0000","ST-10","서교동_044_1","ST-2534","합정동_023_1","1","4","731"
"20240702","출발시간","0000","ST-987","자양3동_002_1","ST-2309","구의1동_038_1","1","9","1100"
"20240702","출발시간","0000","ST-2103","쌍문1동_002_2","ST-862","수유3동_004_1","1","9","2101"
"20240702","출발시간","0000","ST-919","고척1동_001_2","ST-3055","개봉1동_043_1","1","5","1260"
"20240702","출발시간","0000","ST-2070","중계1동_050_1","ST-2070","중계1동_050_1","1","",""
"20240702","출발시간","0000","ST-319","신월7동_015_1","ST-2767","신월1동_011_1","1","14","1565"
"20240702","출발시간","0000","ST-3169","구산동_060_1","ST-481","구산동_029_1","1","41","2821"
"20240702","출발시간","0000","ST-2995","청룡동_017_1","ST-1264","청룡동_031_1","1","5","790"
"20240702","출발시간","0000","ST-1103","미아동_007_1","ST-948","미아동_013_1","1","3","496"
"20240702","출발시간","0000","ST-1300","장안1동_070_1","ST-262","장안2동_036_1","1","55","12400"
"20240702","도착시간","0000","ST-1814","창신3동_006_1","ST-1609","숭인2동_005_1","1","3","804"
"20240702","출발시간","0000","ST-2892","구로5동_050_1","ST-1323","도림동_002_1","1","14","1200"
"20240702","출발시간","0000","ST-525","우장산동_017_1","ST-1003","신월5동_005_1","1","6","1046"
"20240702","출발시간","0000","ST-983","중곡1동_015_1","ST-1266","중곡1동_022_1","1","431","2222"
"20240702","출발시간","0000","ST-46","여의동_002_18","ST-3204","영등포동_053_2","1","14","1948"
"20240702","출발시간","0000","ST-3172","방학1동_004_1","ST-3172","방학1동_004_1","1","8","950"
"20240702","출발시간","0000","ST-1320","양평1동_028_1","ST-281","양평1동_008_1","1","3","410"
"20240702","출발시간","0000","ST-398","답십리1동_025_1","ST-392","전농1동_054_1","1","6","980"
"20240702","출발시간","0000","ST-2591","가락1동_048_6","ST-2926","개포2동_003_3","1","37","6710"
"20240702","출발시간","0000","ST-2525","을지로동_002_2","ST-175","숭인1동_009_1","1","22","3310"
"20240702","출발시간","0000","ST-1972","당산2동_001_2","ST-280","양평1동_007_1","1","130","1542"
"20240702","출발시간","0000","ST-341","연남동_005_1","ST-341","연남동_005_1","1","50","9202"
"20240702","출발시간","0000","ST-779","세곡동_070_3","ST-2907","세곡동_047_1","1","12","1390"
"20240702","출발시간","0000","ST-404","청량리동_003_3","ST-655","종암동_012_1","1","4","327"
"20240702","출발시간","0000","ST-2176","원효로2동_013_1","ST-2905","망원1동_005_1","1","55","7699"
"20240702","출발시간","0000","ST-1661","자양4동_009_1","ST-2865","자양2동_021_2","1","6","1200"
"20240702","출발시간","0000","ST-2474","일원1동_012_1","ST-2986","석촌동_040_1","1","11","1531"
